,Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Hematoxylin OD mean,Nucleus: Hematoxylin OD sum,Nucleus: Hematoxylin OD std dev,Nucleus: Hematoxylin OD max,Nucleus: Hematoxylin OD min,Nucleus: Hematoxylin OD range,Nucleus: Eosin OD mean,Nucleus: Eosin OD sum,Nucleus: Eosin OD std dev,Nucleus: Eosin OD max,Nucleus: Eosin OD min,Nucleus: Eosin OD range
108393,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,0dbfe04d-7f6d-4c60-831c-97efd15b4774,Cell,,,Annotation,Polygon,12506.3,3342.8,44.75,27.8542,0.7248,9.4191,6.6904,0.7355,0.8473,150.8129,0.2356,1.4822,0.3066,1.1756,0.4033,71.7806,0.1501,0.7931,-0.1716,0.9647
108705,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,cf7ae817-2530-4dab-9ce0-15933c727ba8,Cell,,,Annotation,Polygon,5379.5,3712.7,40.0,27.8808,0.6466,8.5755,6.4228,0.7232,0.8998,143.9658,0.1937,1.3132,0.4175,0.8956,0.263,42.0769,0.1539,0.5939,-0.1469,0.7408
109160,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,28a05c16-caa6-4f37-bd70-e452b2f5053b,Cell,,,Annotation,Polygon,5460.4,3984.6,51.25,29.947,0.7181,10.7425,7.0178,0.8036,0.761,156.7703,0.1551,1.1487,0.2575,0.8912,0.2977,61.3195,0.122,0.5305,-0.1258,0.6563
109298,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,5c9e9d61-e026-4a43-8834-6c0d2eb067ac,Cell,,,Annotation,Polygon,5215.0,4068.7,40.25,26.3391,0.7291,8.957,6.5,0.6508,0.8271,133.9891,0.2115,1.3005,0.3863,0.9142,0.2151,34.8403,0.1214,0.489,-0.1482,0.6371
118706,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,4ef3b37c-b3e1-4c55-9a34-e08c59e81e2f,Cell,,,Annotation,Polygon,6874.8,3763.8,42.0,24.2959,0.8941,8.7199,6.5356,0.6406,0.8307,141.2264,0.1709,1.1868,0.3965,0.7902,0.3411,57.9938,0.1145,0.6753,0.0176,0.6577
123374,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,5b4190ee-dc75-4020-be13-7488890fd70c,Cell,,,Annotation,Polygon,7892.2,3494.7,56.75,30.5799,0.7626,10.247,7.7914,0.5767,0.7676,176.5385,0.1057,1.1045,0.4755,0.6291,0.5179,119.106,0.0963,0.7054,0.1704,0.535
123442,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,221ee99e-d6f2-43de-9af5-0666331602a9,Cell,,,Annotation,Polygon,7894.4,3506.6,46.5,32.8237,0.5424,12.9415,5.4953,0.9398,0.7509,146.4296,0.1108,1.0694,0.5052,0.5642,0.5893,114.922,0.0973,0.7873,0.253,0.5343
124080,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,a1d95723-3a6f-4809-bb09-de55deac088a,Cell,,,Annotation,Polygon,7910.3,3606.8,75.0,40.2279,0.5824,15.4127,7.5415,0.8905,0.7764,236.0325,0.1489,1.2552,0.4322,0.823,0.5083,154.5181,0.08,0.7241,0.2523,0.4717
124978,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,9cd82311-66a3-4ac3-aa35-798348354e89,Cell,,,Annotation,Polygon,8040.7,3762.8,70.5,40.0402,0.5526,13.8202,7.9769,0.8686,0.7978,228.1664,0.1209,1.1018,0.5049,0.5969,0.615,175.8941,0.0804,0.7777,0.3925,0.3852
125522,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,d4f94921-0c56-4f29-aede-133ec7e85923,Cell,,,Annotation,Polygon,8064.5,3837.9,61.0,34.6564,0.6382,13.2999,6.609,0.8506,0.7625,192.1527,0.1683,1.286,0.4077,0.8783,0.4889,123.203,0.0879,0.751,0.2074,0.5436
126028,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,cae3f431-ceb7-41fc-86b3-8b472afb0b7b,Cell,,,Annotation,Polygon,8051.8,3906.7,38.75,25.8576,0.7283,9.2332,6.1174,0.7304,0.7783,123.7477,0.1153,1.0774,0.5491,0.5283,0.5551,88.2651,0.1028,0.7352,0.172,0.5632
126095,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,b24f58c4-5c03-4e39-bdb0-7db6540f79c6,Cell,,,Annotation,Polygon,8048.7,3915.8,58.5,31.659,0.7334,11.9107,7.1896,0.755,0.8054,188.4629,0.1217,1.2706,0.5933,0.6772,0.55,128.7034,0.1415,0.8337,0.1479,0.6858
126347,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,a1b66490-7110-49a6-9643-da78bee7f47b,Cell,,,Annotation,Polygon,8063.0,3960.2,48.25,31.0407,0.6293,10.3973,7.9989,0.5733,0.778,153.2576,0.141,1.2311,0.4366,0.7945,0.4536,89.3589,0.1304,0.7223,0.1136,0.6088
126832,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,5039d88f-0a1c-459a-9f5d-c4daadf31f42,Cell,,,Annotation,Polygon,8080.2,4036.5,71.25,41.9666,0.5084,12.8596,9.03,0.7275,0.8018,235.733,0.1854,1.3836,0.4513,0.9324,0.567,166.6897,0.1366,0.9239,0.0703,0.8536
126912,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,5acde3b7-dabd-4856-a745-74aa35269d4a,Cell,,,Annotation,Polygon,8080.8,4049.0,47.5,32.1483,0.5775,12.4834,6.0376,0.8871,0.7897,154.7889,0.1254,1.0907,0.4989,0.5918,0.5889,115.43,0.1009,0.7922,0.2119,0.5804
128003,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,b68849fa-070f-49c1-8d28-dba9c69d1cde,Cell,,,Annotation,Polygon,8119.4,4208.8,58.5,39.5998,0.4688,12.2738,9.0842,0.7034,0.8113,194.703,0.1733,1.2804,0.3544,0.926,0.6131,147.1328,0.1281,0.8937,0.283,0.6108
144434,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,94cb81f7-d00c-4a4c-be5a-6d479d9f6e59,Cell,,,Annotation,Polygon,11271.1,3599.2,38.5,26.1035,0.71,9.4318,6.0031,0.7757,0.891,141.6675,0.1262,1.2119,0.6,0.6119,0.5259,83.616,0.113,0.768,0.2385,0.5294
144497,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,8e10a0bd-2cd8-4098-a358-7e4953e021d2,Cell,,,Annotation,Polygon,11268.6,3615.3,72.0,49.1997,0.3738,19.1476,8.3327,0.8817,0.7518,219.5185,0.1621,1.2638,0.2964,0.9674,0.4681,136.6825,0.1579,0.7678,0.084,0.6838
144833,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,d6c45a22-5ee4-4f3b-bf75-80e2d94b1d59,Cell,,,Annotation,Polygon,11254.5,3654.8,63.75,33.8947,0.6973,11.328,7.8858,0.7298,0.8202,214.064,0.1475,1.2284,0.4072,0.8212,0.5394,140.7935,0.1058,0.8141,0.1845,0.6296
145065,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,c650200f-cd81-4fba-9439-e2ecd867a1ed,Cell,,,Annotation,Polygon,11252.5,3686.5,74.0,38.9365,0.6134,15.5949,7.0838,0.9191,0.7793,233.7973,0.1016,1.0002,0.5061,0.4942,0.5488,164.6493,0.1137,0.7416,0.1406,0.601
146369,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,18ac37ae-fd7e-475b-bb0e-c9ae48ef36bd,Cell,,,Annotation,Polygon,11223.3,3874.0,60.75,37.0543,0.556,15.5176,5.8019,0.9409,0.7569,189.22,0.1728,1.2702,0.4027,0.8676,0.4699,117.4714,0.0983,0.7373,0.2452,0.4921
153669,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,e04f5b69-cdf7-4a0a-ad9f-af2439d64115,Cell,,,Annotation,Polygon,11728.9,3916.7,39.25,31.3354,0.5023,11.7089,6.3248,0.9044,0.7791,123.0998,0.2651,1.4624,0.3001,1.1623,0.3353,52.9813,0.2058,0.6991,-0.2589,0.958
154312,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,c2432fe2-8bf3-4e48-bb6d-512dd6252a22,Cell,,,Annotation,Polygon,12099.3,3999.7,45.5,24.3356,0.9655,8.0542,7.3349,0.2359,0.9516,176.0522,0.1578,1.3047,0.4844,0.8203,0.3826,70.782,0.1949,0.766,-0.1413,0.9073
161225,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,0e308d10-d71b-4184-aa0a-c844aba17785,Cell,,,Annotation,Polygon,5168.0,5291.9,38.75,28.869,0.5843,10.0698,6.9688,0.7887,0.7507,122.3701,0.1522,1.0506,0.3961,0.6545,0.2374,38.6992,0.1411,0.5169,-0.1234,0.6402
162935,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,a59a8052-9761-4d8f-842d-5f3833478ed8,Cell,,,Annotation,Polygon,6244.8,4624.5,39.5,24.3503,0.8371,8.7331,6.2762,0.7157,0.8277,131.6094,0.1775,1.22,0.3109,0.9091,0.2918,46.3985,0.1114,0.5661,-0.0171,0.5832
164300,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,0b8d9e59-e95b-4909-a9f5-63181802b3fe,Cell,,,Annotation,Polygon,6435.2,4802.5,38.75,24.5294,0.8093,9.7475,5.033,0.8495,0.8462,134.5466,0.1676,1.2885,0.3955,0.893,0.3291,52.3221,0.1336,0.6665,0.0044,0.6621
165309,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,557e85bf-11dc-43a9-b2c7-0038995e97db,Cell,,,Annotation,Polygon,5925.1,4950.9,42.5,24.8553,0.8645,8.5876,6.2586,0.7166,0.832,144.766,0.1657,1.3411,0.377,0.964,0.3061,53.2571,0.1584,0.7443,-0.1221,0.8664
172350,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,da01e175-1ff2-4754-a312-e08e4c2f5343,Cell,,,Annotation,Polygon,7433.0,4962.7,44.0,28.9799,0.6584,12.7616,4.5765,0.9309,0.7993,144.6643,0.1662,1.2182,0.3321,0.8862,0.3672,66.4664,0.1332,0.7547,0.0133,0.7414
176408,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,fdaae08d-11d8-498b-8a03-0be474cadd46,Cell,,,Annotation,Polygon,8120.1,4507.5,56.75,28.929,0.8521,9.9499,7.9765,0.3046,0.7766,179.403,0.1325,1.1554,0.4767,0.6787,0.5545,128.0943,0.1425,0.8726,0.2096,0.663
176672,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,c066733f-2711-4384-b502-9cd8020ece11,Cell,,,Annotation,Polygon,8128.6,4547.7,45.5,30.0655,0.6325,9.5979,8.39,0.5109,0.8882,163.4354,0.1694,1.1456,0.4626,0.683,0.5721,105.2601,0.1648,0.796,0.1407,0.6553
188094,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,daad3c77-6eeb-4ac6-9248-899d7f189bd2,Cell,,,Annotation,Polygon,8623.6,5095.1,41.5,23.892,0.9136,8.1079,6.5678,0.593,0.7971,134.705,0.1922,1.3717,0.3624,1.0092,0.3713,62.7544,0.1404,0.8032,-0.0323,0.8355
188133,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,58c7e5b1-dd01-4bf9-8808-b4d516a897c3,Cell,,,Annotation,Polygon,8643.4,5103.3,44.25,26.6473,0.7831,9.1693,6.2124,0.7833,0.7511,133.6878,0.1688,1.2506,0.3675,0.8831,0.352,62.6545,0.1299,0.6867,-0.0218,0.7086
202429,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,322a6bc1-de8a-40fb-b502-1d58c077b251,Cell,,,Annotation,Polygon,5971.9,5743.4,47.75,25.7836,0.9026,8.6572,7.2592,0.5048,0.8112,155.7508,0.1564,1.1937,0.3972,0.7965,0.3124,59.9716,0.1323,0.5491,-0.0281,0.5772
207319,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,ac283745-e208-4298-a219-4428697632c8,Cell,,,Annotation,Polygon,7033.8,5593.4,40.75,26.183,0.747,9.9365,5.4909,0.8372,0.7532,124.2738,0.1801,1.1593,0.3837,0.7755,0.3365,55.5273,0.139,0.5624,-0.0487,0.6111
210312,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,e1dfbc8c-6ee7-4ebe-9d6b-b7359ca2ec43,Cell,,,Annotation,Polygon,7077.5,5987.8,43.0,24.607,0.8924,8.9286,6.6851,0.6713,0.7918,137.7686,0.2038,1.3209,0.3902,0.9307,0.2796,48.6456,0.1365,0.7092,-0.194,0.9032
212252,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,2458bf40-8667-49f7-ab76-4a48dfa819ba,Cell,,,Annotation,Polygon,6853.9,6274.4,44.25,24.9651,0.8922,8.8541,6.8119,0.5548,0.7576,136.3646,0.1749,1.3094,0.3499,0.9595,0.3045,54.8162,0.1095,0.5877,-0.0068,0.5945
220587,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,e605a9c2-9680-4db8-a139-fc9061a29c1d,Cell,,,Annotation,Polygon,9340.9,5451.3,47.75,24.9246,0.9659,8.4474,7.498,0.2886,0.7973,155.4729,0.1604,1.1429,0.4097,0.7332,0.3528,68.8051,0.1013,0.5755,0.0559,0.5196
227635,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,0fd07cac-a3ab-4da0-9ed7-fab0ec0ce8be,Cell,,,Annotation,Polygon,9417.4,6393.2,41.5,24.2127,0.8896,8.7181,6.1495,0.6717,0.7564,128.5841,0.1709,1.1161,0.396,0.7201,0.4224,71.8081,0.1273,0.7003,0.0841,0.6162
245641,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,01f04cfa-fcc2-4db0-a11e-87e3d08ad040,Cell,,,Annotation,Polygon,5604.9,6684.8,41.5,35.7094,0.409,9.9967,7.9564,0.6829,0.8396,140.2147,0.2778,1.4832,0.2637,1.2195,0.234,39.0852,0.1057,0.4952,-0.0421,0.5373
254319,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,56dce163-ecc8-4879-8818-741294a601ad,Cell,,,Annotation,Polygon,6741.8,7136.8,48.5,26.862,0.8446,9.2673,7.1616,0.6657,0.7671,150.3578,0.1637,1.2079,0.3578,0.8501,0.3161,61.946,0.1137,0.6386,0.0323,0.6063
266246,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,e91af832-8295-4b46-a8c4-947e88c5abdf,Cell,,,Annotation,Polygon,9302.4,7202.9,39.5,23.2305,0.9198,8.3,6.2043,0.631,0.8002,129.6322,0.1788,1.3185,0.3074,1.0111,0.3666,59.387,0.1489,0.6601,-0.0384,0.6985
275704,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,74d7b011-0617-42f0-bc99-a8f0b558bae3,Cell,,,Annotation,Polygon,11212.9,6790.7,43.0,26.647,0.761,8.8104,6.7552,0.6427,0.7791,135.5711,0.1656,1.1491,0.3975,0.7516,0.4194,72.9832,0.1317,0.7234,0.1479,0.5755
306291,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,3e4b2876-a583-4f83-a9b0-f03e21256b50,Cell,,,Annotation,Polygon,5782.2,7547.7,42.5,25.7525,0.8053,10.1106,5.3217,0.8539,0.8088,138.3068,0.1697,1.2313,0.4239,0.8074,0.3108,53.1526,0.1122,0.611,0.0561,0.5549
307131,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,65508194-1e00-4563-9eb4-ae0d0cc73596,Cell,,,Annotation,Polygon,5877.9,7660.0,43.5,27.4736,0.7242,10.38,6.0563,0.8594,0.8001,144.811,0.152,1.1253,0.315,0.8103,0.2817,50.9829,0.1197,0.5442,-0.0054,0.5495
322190,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,7a7ec1e8-ddaf-4478-920a-98da4e4dd838,Cell,,,Annotation,Polygon,7445.0,7711.6,45.0,31.5709,0.5673,13.5688,4.6574,0.9497,0.7652,140.0241,0.1936,1.2464,0.2773,0.9691,0.3819,69.8899,0.174,0.7204,-0.0432,0.7636
324010,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,e4380104-18fe-4018-b3e7-f47fa20750b0,Cell,,,Annotation,Polygon,7869.6,7937.4,43.25,27.6032,0.7133,11.0103,6.1636,0.8592,0.7566,133.9194,0.1583,1.1943,0.4205,0.7738,0.3552,62.8743,0.12,0.6377,0.0495,0.5882
324654,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,c1af1b41-b5d2-43ff-8068-cdc80dbc07b7,Cell,,,Annotation,Polygon,8380.9,8018.5,46.5,29.7451,0.6604,9.5189,6.9268,0.6868,0.7608,139.9829,0.2432,1.4269,0.2887,1.1382,0.3396,62.4782,0.1938,0.6904,-0.1235,0.8139
344490,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,f270f428-b47c-4b1b-b1a4-9bd56955bb06,Cell,,,Annotation,Polygon,10728.5,8086.0,39.75,28.9805,0.5948,9.4305,6.648,0.498,0.7986,134.1565,0.2225,1.2432,0.3452,0.8979,0.4075,68.4547,0.1536,0.7833,0.0242,0.7591
361209,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,a28f252a-fa28-4333-ac21-0a06a718882a,Cell,,,Annotation,Polygon,17463.3,7774.9,46.0,26.3382,0.8333,8.8669,6.5281,0.6761,0.7541,139.5107,0.1949,1.4605,0.3235,1.137,0.3096,57.2797,0.1261,0.7092,-0.0013,0.7105
362239,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,01009327-5441-4209-839b-cda62b30f626,Cell,,,Annotation,Polygon,18116.5,7921.8,53.5,29.6554,0.7645,11.1287,7.175,0.7639,0.7523,164.7506,0.1938,1.339,0.344,0.995,0.2855,62.5244,0.1245,0.538,-0.117,0.655
364741,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,19d2ca5c-2a65-49d8-ad64-5785484a1bdd,Cell,,,Annotation,Polygon,17383.6,8415.2,39.5,31.9056,0.4876,10.8902,6.7945,0.827,0.7934,127.7334,0.2725,1.3606,0.2624,1.0982,0.3861,62.1631,0.1297,0.7825,0.061,0.7215
367844,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,a451f2aa-aefa-4bce-a4e7-2dd65bbe43c5,Cell,,,Annotation,Polygon,18100.1,7956.3,46.0,25.5305,0.8868,9.1186,7.0379,0.649,0.7844,149.819,0.1632,1.2372,0.5197,0.7175,0.2935,56.0507,0.0829,0.5596,0.0899,0.4697
368460,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,46b5762d-a9d0-4bde-b0b1-fbd6e7c6eb5a,Cell,,,Annotation,Polygon,18703.7,8103.4,49.75,32.9825,0.5747,10.7962,8.3491,0.6587,0.7968,162.5416,0.2331,1.6846,0.3155,1.3691,0.2222,45.3218,0.1019,0.5304,-0.0519,0.5823
369959,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,06a4caf2-fef8-4c78-9dbc-9729d2c0125c,Cell,,,Annotation,Polygon,19532.0,7543.0,44.75,30.3077,0.6122,12.0873,5.4903,0.9185,0.772,142.0534,0.1808,1.1959,0.3974,0.7985,0.2225,40.9436,0.1167,0.4861,-0.0833,0.5694
382233,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,479f7914-0cc3-4f76-a7e7-89ebd1fe358a,Cell,,,Annotation,Polygon,5583.8,9379.5,47.0,25.8149,0.8863,8.8785,7.0489,0.5552,0.7742,150.9751,0.1516,1.1283,0.346,0.7824,0.3108,60.6129,0.111,0.5457,0.0178,0.5279
395670,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,aa4d9455-af2b-4881-aa1e-b57d7244c0e6,Cell,,,Annotation,Polygon,8081.6,9233.0,38.75,22.8504,0.9326,8.0788,6.4913,0.5539,0.7514,119.4745,0.1575,1.2982,0.3926,0.9056,0.3809,60.565,0.1226,0.6368,0.0661,0.5706
395918,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,bb629d69-4e42-418d-887e-213e44a5011a,Cell,,,Annotation,Polygon,8209.0,9272.9,45.25,31.2312,0.583,11.7564,5.8045,0.9061,0.767,137.2968,0.2504,1.5032,0.2403,1.2629,0.3108,55.6274,0.1124,0.6386,0.0666,0.572
401608,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,1c3ba64a-79bd-4ab5-a230-02e49ab039e2,Cell,,,Annotation,Polygon,8450.5,9186.8,44.25,26.1132,0.8155,8.6873,7.0593,0.5273,0.7509,135.9042,0.1895,1.1452,0.3566,0.7886,0.4313,78.0693,0.1307,0.7216,0.0664,0.6552
426729,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,a89372d7-da06-4c6b-9ff2-3119f2dbdec7,Cell,,,Annotation,Polygon,18174.6,8604.1,52.25,29.186,0.7708,10.6178,6.8572,0.7469,0.7526,161.0481,0.2089,1.3976,0.3239,1.0737,0.2122,45.4108,0.1041,0.5352,-0.0691,0.6043
434076,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,e75fd410-f0ae-4f42-b658-21c02e20597d,Cell,,,Annotation,Polygon,6010.6,9654.2,46.0,25.2329,0.9079,9.557,6.9073,0.6234,0.7712,144.22,0.1337,1.0585,0.385,0.6735,0.2483,46.4229,0.0865,0.4349,-0.0132,0.4481
435338,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,8b26a931-1101-4327-a666-182b41cc2a3b,Cell,,,Annotation,Polygon,6434.1,9882.7,39.0,24.8496,0.7937,9.4476,5.3131,0.8259,0.9998,158.9658,0.1996,1.4431,0.5882,0.8548,0.3598,57.2083,0.1612,0.6533,-0.0503,0.7036
443878,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,ee1d4b79-cae6-4c0b-b2f4-eb8935b27dba,Cell,,,Annotation,Polygon,6619.8,10086.1,41.5,30.541,0.5591,9.9885,7.7589,0.5283,0.8539,144.3144,0.2463,1.3831,0.3394,1.0437,0.2516,42.5281,0.123,0.607,-0.1689,0.7758
469381,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,94298f42-d010-4ce2-b81d-ed76a1fc260d,Cell,,,Annotation,Polygon,11055.2,9823.0,44.0,24.5504,0.9174,8.088,6.8882,0.5027,0.796,141.6879,0.2082,1.3111,0.266,1.0451,0.364,64.7995,0.158,0.7474,-0.1132,0.8606
486190,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,ee2bc912-6798-4691-8bdd-0f9077df2cfc,Cell,,,Annotation,Polygon,15079.4,10116.1,48.25,31.0489,0.6289,12.1647,6.6637,0.8266,0.7582,146.3422,0.1804,1.2909,0.2679,1.0231,0.3413,65.8693,0.1376,0.6128,-0.0367,0.6494
487197,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,93020261-4177-4c70-924d-3f3854d32eea,Cell,,,Annotation,Polygon,14392.0,10238.3,49.5,26.4281,0.8906,9.6265,6.0181,0.7861,0.7905,156.5237,0.2141,1.5171,0.3306,1.1865,0.3375,66.8189,0.1433,0.6473,0.0148,0.6326
494637,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,5db813bd-d715-4416-8eb8-6a7440649821,Cell,,,Annotation,Polygon,15562.0,10290.4,39.25,27.4656,0.6538,9.6739,6.3351,0.7782,0.8142,134.3501,0.2451,1.4437,0.3716,1.0721,0.3628,59.87,0.1352,0.6509,0.0124,0.6385
498584,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,686348c6-a554-4d34-b31a-34a2477a3afc,Cell,,,Annotation,Polygon,16619.0,10445.2,40.25,24.6992,0.8291,9.1041,6.5628,0.6798,0.828,135.7954,0.1807,1.2746,0.349,0.9256,0.4099,67.2226,0.1593,0.679,0.0292,0.6498
503704,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9.svs,714f3dd3-bfb0-48f9-a75e-931a44ddb02c,Cell,,,Annotation,Polygon,17529.3,10146.4,54.75,27.9528,0.8805,10.1172,7.3913,0.6406,0.761,168.1735,0.1724,1.2641,0.372,0.892,0.3207,70.8645,0.1238,0.6349,-0.081,0.7159
